;UF;city;Lat;Long;height;availability;availability time
3085;PI;Monsenhor Hipólito;-6.996;-41.03;439.0;99.999;5.0
3086;MG;Monsenhor Paulo;-21.756;-45.5;892.0;99.999;5.0
3087;CE;Monsenhor Tabosa;-4.759;-40.06;446.0;99.999;5.0
3088;PB;Montadas;-7.141;-35.91;0.0;99.999;5.0
3089;MG;Montalvânia;-14.423;-44.37;618.0;99.999;5.0
3090;ES;Montanha;-18.127;-40.36;141.0;99.998;11.0
3091;RN;Montanhas;-6.486;-35.29;0.0;99.998;11.0
3092;RS;Montauri;-28.652;-52.07;0.0;99.999;5.0
3093;PA;Monte Alegre;-2.008;-54.07;463.0;99.999;5.0
3094;RN;Monte Alegre;-6.068;-35.33;738.0;99.998;11.0
3095;GO;Monte Alegre de Goiás;-13.256;-46.9;0.0;99.999;5.0
3096;MG;Monte Alegre de Minas;-18.756;-48.76;386.0;99.999;5.0
3097;SE;Monte Alegre de Sergipe;-10.027;-37.6;821.0;99.999;5.0
3098;PI;Monte Alegre do Piauí;-9.755;-45.3;0.0;99.999;5.0
3099;SP;Monte Alegre do Sul;-22.682;-46.68;254.0;99.999;5.0
3100;RS;Monte Alegre dos Campos;-28.683;-50.78;0.0;99.999;5.0
3101;SP;Monte Alto;-21.261;-48.5;719.0;99.999;5.0
3102;SP;Monte Aprazível;-20.757;-49.71;474.0;99.999;5.0
3103;MG;Monte Azul;-15.155;-42.76;571.0;99.999;5.0
3104;SP;Monte Azul Paulista;-20.907;-48.64;716.0;99.999;5.0
3105;MG;Monte Belo;-21.326;-46.37;0.0;99.999;5.0
3106;RS;Monte Belo do Sul;-29.125;-51.63;837.0;99.999;5.0
3107;SC;Monte Carlo;-27.223;-50.98;0.0;99.999;5.0
3108;MG;Monte Carmelo;-18.752;-47.5;862.0;99.999;5.0
3109;SC;Monte Castelo;-26.462;-50.23;0.0;99.999;5.0
3110;SP;Monte Castelo;-21.299;-51.6;324.0;99.999;5.0
3111;RN;Monte das Gameleiras;-6.441;-35.78;0.0;99.999;5.0
3112;TO;Monte do Carmo;-10.756;-48.11;650.0;99.999;5.0
3113;MG;Monte Formoso;-16.756;-41.26;650.0;99.999;5.0
3114;PB;Monte Horebe;-7.215;-38.6;677.0;99.999;5.0
3115;SP;Monte Mor;-22.947;-47.32;579.0;99.999;5.0
3116;RO;Monte Negro;-10.294;-63.33;0.0;99.999;5.0
3117;BA;Monte Santo;-10.438;-39.33;900.0;99.999;5.0
3118;MG;Monte Santo de Minas;-21.19;-46.98;266.0;99.999;5.0
3119;TO;Monte Santo do Tocantins;-10.004;-49.0;452.0;99.999;5.0
3120;MG;Monte Sião;-22.433;-46.6;810.0;99.999;5.0
3121;PB;Monteiro;-7.756;-37.12;1100.0;99.999;5.0
3122;SP;Monteiro Lobato;-22.957;-45.75;0.0;99.999;5.0
3123;AL;Monteirópolis;-9.603;-37.25;0.0;99.999;5.0
3124;RS;Montenegro;-29.689;-51.46;0.0;99.999;5.0
3125;MA;Montes Altos;-5.755;-47.07;213.0;99.999;5.0
3126;MG;Montes Claros;-16.754;-43.76;341.0;99.999;5.0
3127;GO;Montes Claros de Goiás;-16.008;-51.4;822.0;99.999;5.0
3128;MG;Montezuma;-15.172;-42.5;995.0;99.999;5.0
3129;GO;Montividiu;-17.444;-51.17;379.0;99.999;5.0
3130;GO;Montividiu do Norte;-13.113;-48.61;799.0;99.999;5.0
3131;CE;Morada Nova;-5.107;-38.37;566.0;99.999;5.0
3132;MG;Morada Nova de Minas;-18.604;-45.36;0.0;99.999;5.0
3133;CE;Moraújo;-3.467;-40.68;64.0;99.999;5.0
3134;PE;Moreilândia;-7.631;-39.6;507.0;99.999;5.0
3135;PR;Moreira Sales;-24.062;-53.01;468.0;99.999;5.0
3136;PE;Moreno;-8.119;-35.09;0.0;99.998;11.0
3137;RS;Mormaço;-28.692;-52.69;0.0;99.999;5.0
3138;BA;Morpará;-11.6;-43.28;427.0;99.999;5.0
3139;PR;Morretes;-25.477;-48.75;23.0;99.999;5.0
3140;CE;Morrinhos;-3.229;-40.13;0.0;99.999;5.0
3141;GO;Morrinhos;-17.753;-49.1;105.0;99.999;5.0
3142;RS;Morrinhos do Sul;-29.365;-49.93;765.0;99.999;5.0
3143;SP;Morro Agudo;-20.753;-48.06;696.0;99.999;5.0
3144;GO;Morro Agudo de Goiás;-15.321;-50.06;527.0;99.999;5.0
3145;PI;Morro Cabeça no Tempo;-9.753;-43.9;472.0;99.999;5.0
3146;SC;Morro da Fumaça;-28.651;-49.21;0.0;99.999;5.0
3147;MG;Morro da Garça;-18.5;-44.6;656.0;99.999;5.0
3148;BA;Morro do Chapéu;-11.6;-41.16;96.0;99.999;5.0
3149;PI;Morro do Chapéu do Piauí;-3.754;-42.31;1047.0;99.998;11.0
3150;MG;Morro do Pilar;-19.216;-43.38;762.0;99.999;5.0
3151;SC;Morro Grande;-28.755;-49.72;0.0;99.999;5.0
3152;RS;Morro Redondo;-31.6;-52.63;0.0;99.999;5.0
3153;RS;Morro Reuter;-29.5;-51.08;0.0;99.999;5.0
3154;MA;Morros;-2.756;-44.04;65.0;99.998;11.0
3155;BA;Mortugaba;-15.023;-42.37;924.0;99.999;5.0
3156;SP;Morungaba;-22.756;-46.79;892.0;99.999;5.0
3157;TO;Mosquito;-6.613;-47.5;0.0;99.999;5.0
3158;GO;Mossâmedes;-16.127;-50.22;671.0;99.999;5.0
3159;RN;Mossoró;-5.188;-37.34;0.0;99.999;5.0
3160;RS;Mostardas;-31.107;-50.92;0.0;99.999;5.0
3161;SP;Motuca;-21.5;-48.15;625.0;99.999;5.0
3162;GO;Mozarlândia;-14.754;-50.6;304.0;99.999;5.0
3163;PA;Muaná;-1.5;-49.22;6.0;99.999;5.0
3164;RR;Mucajaí;2.43;-60.9;0.0;99.999;5.0
3165;CE;Mucambo;-3.909;-40.75;173.0;99.999;5.0
3166;BA;Mucugê;-13.005;-41.37;1077.0;99.999;5.0
3167;RS;Muçum;-29.125;-51.76;0.0;99.999;5.0
3168;BA;Mucuri;-18.086;-39.6;83.0;99.998;11.0
3169;ES;Mucurici;-18.093;-40.5;231.0;99.998;11.0
3170;RS;Muitos Capões;-28.314;-51.18;0.0;99.999;5.0
3171;RS;Muliterno;-28.329;-51.77;0.0;99.999;5.0
3172;CE;Mulungu;-4.306;-39.0;1043.0;99.998;11.0
3173;PB;Mulungu;-7.024;-35.46;818.0;99.998;11.0
3174;BA;Mulungu do Morro;-11.966;-41.64;0.0;99.999;5.0
3175;BA;Mundo Novo;-11.756;-40.47;557.0;99.999;5.0
3176;GO;Mundo Novo;-13.758;-50.28;246.0;99.999;5.0
3177;MS;Mundo Novo;-23.938;-54.27;294.0;99.999;5.0
3178;MG;Munhoz;-22.613;-46.36;508.0;99.999;5.0
3179;PR;Munhoz de Melo;-23.148;-51.77;1352.0;99.999;5.0
3180;BA;Muniz Ferreira;-13.003;-39.11;124.0;99.998;11.0
3181;ES;Muniz Freire;-20.464;-41.41;464.0;99.999;5.0
3182;BA;Muquém de São Francisco;-12.199;-43.75;478.0;99.999;5.0
3183;ES;Muqui;-20.952;-41.35;281.0;99.998;11.0
3184;MG;Muriaé;-21.131;-42.37;205.0;99.999;5.0
3185;SE;Muribeca;-10.427;-36.96;0.0;99.998;11.0
3186;AL;Murici;-9.307;-35.94;77.0;99.998;11.0
3187;PI;Murici dos Portelas;-3.319;-42.09;0.0;99.998;11.0
3188;TO;Muricilândia;-7.146;-48.61;184.0;99.999;5.0
3189;BA;Muritiba;-12.626;-38.99;214.0;99.998;11.0
3190;SP;Murutinga do Sul;-20.993;-51.28;399.0;99.999;5.0
3191;BA;Mutuípe;-13.229;-39.5;276.0;99.998;11.0
3192;MG;Mutum;-19.755;-41.44;473.0;99.999;5.0
3193;GO;Mutunópolis;-13.753;-49.28;417.0;99.999;5.0
3194;MG;Muzambinho;-21.376;-46.5;982.0;99.999;5.0
3195;MG;Nacip Raydan;-18.459;-42.25;637.0;99.999;5.0
3196;SP;Nantes;-22.621;-51.24;446.0;99.999;5.0
3197;MG;Nanuque;-17.755;-40.35;249.0;99.998;11.0
3198;RS;Não-Me-Toque;-28.459;-52.75;0.0;99.999;5.0
3199;MG;Naque;-19.23;-42.33;225.0;99.999;5.0
3200;SP;Narandiba;-22.407;-51.5;382.0;99.999;5.0
3201;RN;Natal;-5.76;-35.26;541.0;99.998;11.0
3202;MG;Natalândia;-16.5;-46.49;0.0;99.999;5.0
3203;MG;Natércia;-22.12;-45.5;982.0;99.999;5.0
3204;RJ;Natividade;-21.042;-41.97;837.0;99.999;5.0
3205;TO;Natividade;-11.751;-47.72;273.0;99.999;5.0
3206;SP;Natividade da Serra;-23.376;-45.44;324.0;99.999;5.0
3207;PB;Natuba;-7.641;-35.6;0.0;99.999;5.0
3208;SC;Navegantes;-26.756;-48.65;0.0;99.998;11.0
3209;MS;Naviraí;-23.065;-54.19;302.0;99.999;5.0
3210;BA;Nazaré;-13.035;-39.01;0.0;99.998;11.0
3211;TO;Nazaré;-6.372;-47.6;210.0;99.999;5.0
3212;PE;Nazaré da Mata;-7.754;-35.23;792.0;99.998;11.0
3213;PI;Nazaré do Piauí;-6.973;-42.67;48.0;99.999;5.0
3214;SP;Nazaré Paulista;-23.181;-46.4;908.0;99.999;5.0
3215;MG;Nazareno;-21.216;-44.61;295.0;99.999;5.0
3216;PB;Nazarezinho;-6.916;-38.32;0.0;99.999;5.0
3217;GO;Nazário;-16.6;-49.76;647.0;99.999;5.0
3218;SE;Neópolis;-10.32;-36.6;0.0;99.998;11.0
3219;MG;Nepomuceno;-21.236;-45.24;839.0;99.999;5.0
3220;GO;Nerópolis;-16.406;-49.22;813.0;99.999;5.0
3221;SP;Neves Paulista;-20.755;-49.63;507.0;99.999;5.0
3222;AM;Nhamundá;-2.186;-56.71;0.0;99.999;5.0
3223;SP;Nhandeara;-20.694;-50.04;452.0;99.999;5.0
3224;RS;Nicolau Vergueiro;-28.5;-52.46;0.0;99.999;5.0
3225;BA;Nilo Peçanha;-13.6;-39.11;123.0;99.998;11.0
3226;RJ;Nilópolis;-22.755;-43.41;23.0;99.998;11.0
3227;MA;Nina Rodrigues;-3.466;-43.91;77.0;99.998;11.0
3228;MG;Ninheira;-15.321;-41.75;864.0;99.999;5.0
3229;MS;Nioaque;-21.135;-55.75;0.0;99.999;5.0
3230;SP;Nipoã;-20.913;-49.78;462.0;99.999;5.0
3231;GO;Niquelândia;-14.474;-48.46;623.0;99.999;5.0
3232;RN;Nísia Floresta;-6.091;-35.26;0.0;99.998;11.0
3233;RJ;Niterói;-22.756;-43.1;178.0;99.998;11.0
3234;MT;Nobres;-14.752;-56.33;0.0;99.999;5.0
3235;RS;Nonoai;-27.362;-52.77;0.0;99.999;5.0
3236;BA;Nordestina;-10.755;-39.43;307.0;99.999;5.0
3237;RR;Normandia;3.756;-59.62;0.0;99.999;5.0
3238;MT;Nortelândia;-14.455;-56.75;0.0;99.999;5.0
3239;SE;Nossa Senhora Aparecida;-10.443;-37.49;0.0;99.999;5.0
3240;SE;Nossa Senhora da Glória;-10.218;-37.42;0.0;99.999;5.0
3241;SE;Nossa Senhora das Dores;-10.492;-37.19;0.0;99.998;11.0
3242;PR;Nossa Senhora das Graças;-22.914;-51.79;479.0;99.999;5.0
3243;SE;Nossa Senhora de Lourdes;-10.079;-37.06;0.0;99.999;5.0
3244;PI;Nossa Senhora de Nazaré;-4.631;-42.17;112.0;99.999;5.0
3245;MT;Nossa Senhora do Livramento;-15.758;-56.35;0.0;99.999;5.0
3246;SE;Nossa Senhora do Socorro;-10.756;-37.13;0.0;99.998;11.0
3247;PI;Nossa Senhora dos Remédios;-3.979;-42.62;74.0;99.998;11.0
3248;SP;Nova Aliança;-21.016;-49.5;380.0;99.999;5.0
3249;PR;Nova Aliança do Ivaí;-23.177;-52.6;461.0;99.999;5.0
3250;RS;Nova Alvorada;-28.678;-52.13;414.0;99.999;5.0
3251;MS;Nova Alvorada do Sul;-21.466;-54.38;0.0;99.999;5.0
3252;GO;Nova América;-15.022;-49.76;575.0;99.999;5.0
3253;PR;Nova América da Colina;-23.331;-50.72;631.0;99.999;5.0
3254;MS;Nova Andradina;-22.233;-53.34;366.0;99.999;5.0
3255;RS;Nova Araçá;-28.659;-51.75;0.0;99.999;5.0
3256;GO;Nova Aurora;-18.058;-48.25;751.0;99.999;5.0
3257;PR;Nova Aurora;-24.5;-53.26;492.0;99.999;5.0
3258;MT;Nova Bandeirantes;-9.755;-57.75;0.0;99.999;5.0
3259;RS;Nova Bassano;-28.752;-51.7;0.0;99.999;5.0
3260;MG;Nova Belém;-18.475;-41.02;539.0;99.998;11.0
3261;RS;Nova Boa Vista;-27.994;-52.98;0.0;99.999;5.0
3262;MT;Nova Brasilândia;-14.957;-54.97;0.0;99.999;5.0
3263;RO;Nova Brasilândia d'Oeste;-11.752;-62.32;0.0;99.999;5.0
3264;RS;Nova Bréscia;-29.214;-52.03;0.0;99.999;5.0
3265;SP;Nova Campina;-24.121;-48.9;771.0;99.999;5.0
3266;BA;Nova Canaã;-14.759;-40.14;0.0;99.999;5.0
3267;MT;Nova Canaã do Norte;-10.6;-55.95;376.0;99.999;5.0
3268;SP;Nova Canaã Paulista;-20.386;-50.95;503.0;99.999;5.0
3269;RS;Nova Candelária;-27.607;-54.11;0.0;99.999;5.0
3270;PR;Nova Cantu;-24.673;-52.6;525.0;99.999;5.0
3271;SP;Nova Castilho;-20.756;-50.34;376.0;99.999;5.0
3272;MA;Nova Colinas;-7.116;-46.26;407.0;99.999;5.0
3273;GO;Nova Crixás;-14.099;-50.33;247.0;99.999;5.0
3274;RN;Nova Cruz;-6.478;-35.43;0.0;99.998;11.0
3275;MG;Nova Era;-19.755;-43.04;520.0;99.999;5.0
3276;SC;Nova Erechim;-26.903;-52.91;0.0;99.999;5.0
3277;PR;Nova Esperança;-23.184;-52.25;125.0;99.999;5.0
3278;PA;Nova Esperança do Piriá;-2.268;-46.97;579.0;99.999;5.0
3279;PR;Nova Esperança do Sudoeste;-25.907;-53.26;0.0;99.999;5.0
3280;RS;Nova Esperança do Sul;-29.41;-54.75;476.0;99.999;5.0
3281;SP;Nova Europa;-21.758;-48.6;484.0;99.999;5.0
3282;BA;Nova Fátima;-11.607;-39.63;291.0;99.999;5.0
3283;PR;Nova Fátima;-23.432;-50.6;628.0;99.999;5.0
3284;PB;Nova Floresta;-6.455;-36.25;0.0;99.999;5.0
3285;RJ;Nova Friburgo;-22.282;-42.5;1290.0;99.998;11.0
3286;GO;Nova Glória;-15.143;-49.6;599.0;99.999;5.0
3287;SP;Nova Granada;-20.5;-49.31;525.0;99.999;5.0
3288;MT;Nova Guarita;-10.313;-55.41;0.0;99.999;5.0
3289;SP;Nova Guataporanga;-21.334;-51.64;367.0;99.999;5.0
3290;RS;Nova Hartz;-29.6;-50.9;0.0;99.999;5.0
3291;BA;Nova Ibiá;-13.755;-39.63;289.0;99.998;11.0
3292;RJ;Nova Iguaçu;-22.756;-43.45;410.0;99.998;11.0
3293;GO;Nova Iguaçu de Goiás;-14.288;-49.39;55.0;99.999;5.0
3294;SP;Nova Independência;-21.104;-51.49;324.0;99.999;5.0
3295;MA;Nova Iorque;-6.753;-44.04;160.0;99.999;5.0
3296;PA;Nova Ipixuna;-4.921;-49.08;117.0;99.999;5.0
3297;SC;Nova Itaberaba;-26.94;-52.75;0.0;99.999;5.0
3298;BA;Nova Itarana;-13.027;-40.07;782.0;99.999;5.0
3299;MT;Nova Lacerda;-14.476;-59.61;0.0;99.999;5.0
3300;PR;Nova Laranjeiras;-25.307;-52.5;896.0;99.999;5.0
3301;MG;Nova Lima;-19.986;-43.75;987.0;99.999;5.0
3302;PR;Nova Londrina;-22.757;-52.99;374.0;99.999;5.0
3303;SP;Nova Luzitânia;-20.756;-50.26;367.0;99.999;5.0
3304;RO;Nova Mamoré;-10.402;-65.33;0.0;99.999;5.0
3305;MT;Nova Marilândia;-14.364;-56.97;0.0;99.999;5.0
3306;MT;Nova Maringá;-13.026;-57.07;0.0;99.999;5.0
3307;MG;Nova Módica;-18.437;-41.5;405.0;99.999;5.0
3308;MT;Nova Monte Verde;-9.982;-57.5;0.0;99.999;5.0
3309;MT;Nova Mutum;-13.755;-56.08;0.0;99.999;5.0
3310;SP;Nova Odessa;-22.758;-47.3;543.0;99.999;5.0
3311;MT;Nova Olímpia;-14.76;-57.29;0.0;99.999;5.0
3312;PR;Nova Olímpia;-23.472;-53.09;362.0;99.999;5.0
3313;CE;Nova Olinda;-7.092;-39.68;65.0;99.999;5.0
3314;PB;Nova Olinda;-7.48;-38.04;0.0;99.999;5.0
3315;TO;Nova Olinda;-7.632;-48.42;435.0;99.999;5.0
3316;MA;Nova Olinda do Maranhão;-2.755;-45.69;0.0;99.999;5.0
3317;AM;Nova Olinda do Norte;-3.756;-59.09;253.0;99.999;5.0
3318;RS;Nova Pádua;-29.029;-51.31;0.0;99.999;5.0
3319;RS;Nova Palma;-29.472;-53.47;0.0;99.999;5.0
3320;PB;Nova Palmeira;-6.678;-36.42;0.0;99.999;5.0
3321;RS;Nova Petrópolis;-29.376;-51.11;0.0;99.999;5.0
3322;MG;Nova Ponte;-19.153;-47.67;997.0;99.999;5.0
3323;MG;Nova Porteirinha;-15.755;-43.3;534.0;99.999;5.0
3324;RS;Nova Prata;-28.758;-51.61;437.0;99.999;5.0
3325;PR;Nova Prata do Iguaçu;-25.633;-53.35;0.0;99.999;5.0
3326;RS;Nova Ramada;-28.064;-53.7;0.0;99.999;5.0
3327;BA;Nova Redenção;-12.755;-41.07;382.0;99.999;5.0
3328;MG;Nova Resende;-21.126;-46.42;1177.0;99.999;5.0
3329;GO;Nova Roma;-13.754;-46.76;0.0;99.999;5.0
3330;RS;Nova Roma do Sul;-28.99;-51.41;1124.0;99.999;5.0
3331;TO;Nova Rosalândia;-10.6;-48.91;320.0;99.999;5.0
3332;CE;Nova Russas;-4.751;-40.6;253.0;99.999;5.0
3333;PR;Nova Santa Bárbara;-23.6;-50.6;706.0;99.999;5.0
3334;PI;Nova Santa Rita;-8.087;-42.05;252.0;99.999;5.0
3335;RS;Nova Santa Rita;-29.756;-51.27;0.0;99.999;5.0
3336;PR;Nova Santa Rosa;-24.466;-53.95;345.0;99.999;5.0
3337;MG;Nova Serrana;-19.756;-44.98;762.0;99.999;5.0
3338;BA;Nova Soure;-11.233;-38.48;179.0;99.999;5.0
3339;PR;Nova Tebas;-24.438;-51.95;644.0;99.999;5.0
3340;PA;Nova Timboteua;-1.258;-47.39;30.0;99.998;11.0
3341;SC;Nova Trento;-27.286;-48.93;0.0;99.999;5.0
3342;MT;Nova Ubiratã;-12.991;-55.25;0.0;99.999;5.0
3343;MG;Nova União;-19.69;-43.6;1003.0;99.999;5.0
3344;RO;Nova União;-10.904;-62.6;0.0;99.999;5.0
3345;ES;Nova Venécia;-18.751;-40.4;169.0;99.998;11.0
3346;GO;Nova Veneza;-16.371;-49.32;766.0;99.999;5.0
3347;SC;Nova Veneza;-28.637;-49.5;0.0;99.999;5.0
3348;BA;Nova Viçosa;-17.756;-39.37;52.0;99.998;11.0
3349;MT;Nova Xavantina;-14.673;-52.35;336.0;99.999;5.0
3350;SP;Novais;-20.992;-48.92;543.0;99.999;5.0
3351;TO;Novo Acordo;-9.963;-47.68;279.0;99.999;5.0
3352;AM;Novo Airão;-2.621;-60.94;0.0;99.999;5.0
3353;TO;Novo Alegre;-12.931;-46.6;554.0;99.999;5.0
3354;AM;Novo Aripuanã;-5.121;-60.38;0.0;99.999;5.0
3355;RS;Novo Barreiro;-27.909;-53.11;0.0;99.999;5.0
3356;GO;Novo Brasil;-16.034;-50.71;454.0;99.999;5.0
3357;RS;Novo Cabrais;-29.754;-52.95;0.0;99.999;5.0
3358;MG;Novo Cruzeiro;-17.468;-41.76;725.0;99.999;5.0
3359;GO;Novo Gama;-16.059;-48.04;953.0;99.999;5.0
3360;RS;Novo Hamburgo;-29.678;-51.13;0.0;99.999;5.0
3361;BA;Novo Horizonte;-12.755;-42.13;0.0;99.999;5.0
3362;SC;Novo Horizonte;-26.444;-52.75;0.0;99.999;5.0
3363;SP;Novo Horizonte;-21.468;-49.22;332.0;99.999;5.0
3364;MT;Novo Horizonte do Norte;-11.413;-57.35;891.0;99.999;5.0
3365;RO;Novo Horizonte do Oeste;-11.696;-61.99;710.0;99.999;5.0
3366;MS;Novo Horizonte do Sul;-22.672;-53.76;423.0;99.999;5.0
3367;PR;Novo Itacolomi;-23.756;-51.5;572.0;99.999;5.0
3368;TO;Novo Jardim;-11.755;-46.63;655.0;99.999;5.0
3369;AL;Novo Lino;-8.915;-35.65;0.0;99.998;11.0
3370;RS;Novo Machado;-27.6;-54.5;0.0;99.999;5.0
3371;MT;Novo Mundo;-9.95;-55.2;0.0;99.999;5.0
3372;CE;Novo Oriente;-5.5;-40.77;461.0;99.999;5.0
3373;MG;Novo Oriente de Minas;-17.415;-41.22;333.0;99.999;5.0
3374;PI;Novo Oriente do Piauí;-6.449;-41.94;353.0;99.999;5.0
3375;GO;Novo Planalto;-13.244;-49.5;268.0;99.999;5.0
3376;PA;Novo Progresso;-7.148;-55.38;0.0;99.999;5.0
3377;PA;Novo Repartimento;-4.331;-49.8;186.0;99.999;5.0
3378;PI;Novo Santo Antônio;-5.288;-41.93;198.0;99.999;5.0
3379;MT;Novo São Joaquim;-14.906;-53.02;469.0;99.999;5.0
3380;RS;Novo Tiradentes;-27.6;-53.18;0.0;99.999;5.0
3381;BA;Novo Triunfo;-10.322;-38.41;0.0;99.999;5.0
3382;MG;Novorizonte;-16.017;-42.41;817.0;99.999;5.0
3383;SP;Nuporanga;-20.753;-47.73;747.0;99.999;5.0
3384;PA;Óbidos;-1.918;-55.5;0.0;99.999;5.0
3385;CE;Ocara;-4.491;-38.6;76.0;99.999;5.0
3386;SP;Ocauçu;-22.439;-49.92;545.0;99.999;5.0
3387;PI;Oeiras;-7.025;-42.13;11.0;99.999;5.0
3388;PA;Oeiras do Pará;-2.003;-49.76;209.0;99.999;5.0
3389;AP;Oiapoque;3.755;-51.75;0.0;99.999;5.0
3390;MG;Olaria;-21.756;-43.94;913.0;99.999;5.0
3391;SP;Óleo;-22.941;-49.34;652.0;99.999;5.0
3392;PB;Olho d'Água;-7.228;-37.75;28.0;99.999;5.0
3393;MA;Olho d'Água das Cunhãs;-4.115;-45.14;0.0;99.999;5.0
3394;AL;Olho d'Água das Flores;-9.5;-37.29;0.0;99.999;5.0
3395;AL;Olho d'Água do Casado;-9.5;-37.75;246.0;99.999;5.0
3396;PI;Olho d'Água do Piauí;-5.755;-42.6;0.0;99.999;5.0
3397;AL;Olho d'Água Grande;-10.058;-36.75;0.0;99.998;11.0
3398;RN;Olho-d'Água do Borges;-5.956;-37.71;0.0;99.999;5.0
3399;MG;Olhos-d'Água;-17.397;-43.6;705.0;99.999;5.0
3400;SP;Olímpia;-20.754;-48.91;496.0;99.999;5.0
3401;MG;Olímpio Noronha;-22.068;-45.26;919.0;99.999;5.0
3402;PE;Olinda;-8.009;-34.76;20.0;99.997;16.0
3403;MA;Olinda Nova do Maranhão;-2.998;-45.0;0.0;99.998;11.0
3404;BA;Olindina;-11.367;-38.33;0.0;99.999;5.0
3405;PB;Olivedos;-6.991;-36.24;0.0;99.999;5.0
3406;MG;Oliveira;-20.696;-44.75;285.0;99.999;5.0
3407;TO;Oliveira de Fátima;-10.751;-48.91;443.0;99.999;5.0
3408;BA;Oliveira dos Brejinhos;-12.317;-42.76;845.0;99.999;5.0
3409;MG;Oliveira Fortes;-21.339;-43.46;932.0;99.999;5.0
3410;AL;Olivença;-9.5;-37.19;0.0;99.999;5.0
3411;MG;Onça de Pitangui;-19.753;-44.75;983.0;99.999;5.0
3412;SP;Onda Verde;-20.6;-49.3;525.0;99.999;5.0
3413;MG;Oratórios;-20.431;-42.75;531.0;99.999;5.0
3414;SP;Oriente;-22.153;-50.09;597.0;99.999;5.0
3415;SP;Orindiúva;-20.182;-49.35;502.0;99.999;5.0
3416;PA;Oriximiná;-1.757;-55.76;0.0;99.999;5.0
3417;MG;Orizânia;-20.5;-42.21;781.0;99.999;5.0
3418;GO;Orizona;-17.031;-48.3;833.0;99.999;5.0
3419;SP;Orlândia;-20.752;-47.76;714.0;99.999;5.0
3420;SC;Orleans;-28.359;-49.29;0.0;99.999;5.0
3421;PE;Orobó;-7.755;-35.6;0.0;99.999;5.0
3422;PE;Orocó;-8.6;-39.46;389.0;99.999;5.0
3423;CE;Orós;-6.244;-38.91;193.0;99.999;5.0
3424;PR;Ortigueira;-24.258;-50.95;801.0;99.999;5.0
3425;SP;Osasco;-23.5;-46.79;727.0;99.999;5.0
3426;SP;Oscar Bressane;-22.318;-50.28;477.0;99.999;5.0
3427;RS;Osório;-29.756;-50.27;0.0;99.999;5.0
3428;SP;Osvaldo Cruz;-21.76;-50.76;419.0;99.999;5.0
3429;SC;Otacílio Costa;-27.483;-50.12;0.0;99.999;5.0
3430;PA;Ourém;-1.6;-47.11;71.0;99.998;11.0
3431;BA;Ouriçangas;-12.017;-38.62;288.0;99.998;11.0
3432;PE;Ouricuri;-7.756;-40.08;455.0;99.999;5.0
3433;PA;Ourilândia do Norte;-6.755;-51.08;452.0;99.999;5.0
3434;SP;Ourinhos;-22.979;-49.76;436.0;99.999;5.0
3435;PR;Ourizona;-23.405;-52.2;362.0;99.999;5.0
3436;SC;Ouro;-27.341;-51.62;0.0;99.999;5.0
3437;AL;Ouro Branco;-9.126;-37.36;1033.0;99.999;5.0
3438;MG;Ouro Branco;-20.5;-43.69;0.0;99.999;5.0
3439;RN;Ouro Branco;-6.75;-36.95;930.0;99.999;5.0
3440;MG;Ouro Fino;-22.283;-46.37;0.0;99.999;5.0
3441;MG;Ouro Preto;-20.288;-43.5;1285.0;99.999;5.0
3442;RO;Ouro Preto do Oeste;-10.755;-62.22;0.0;99.999;5.0
3443;PB;Ouro Velho;-7.623;-37.15;963.0;99.999;5.0
3444;SC;Ouro Verde;-26.694;-52.31;591.0;99.999;5.0
3445;SP;Ouro Verde;-21.489;-51.7;415.0;99.999;5.0
3446;GO;Ouro Verde de Goiás;-16.22;-49.19;0.0;99.999;5.0
3447;MG;Ouro Verde de Minas;-18.071;-41.27;338.0;99.999;5.0
3448;PR;Ouro Verde do Oeste;-24.757;-53.9;470.0;99.999;5.0
3449;SP;Ouroeste;-20.001;-50.37;598.0;99.999;5.0
3450;BA;Ourolândia;-10.97;-41.08;0.0;99.999;5.0
3451;GO;Ouvidor;-18.234;-47.75;771.0;99.999;5.0
3452;SP;Pacaembu;-21.6;-51.26;412.0;99.999;5.0
3453;PA;Pacajá;-3.755;-50.64;63.0;99.999;5.0
3454;CE;Pacajus;-4.173;-38.46;73.0;99.998;11.0
3455;RR;Pacaraima;4.431;-61.15;0.0;99.999;5.0
3456;CE;Pacatuba;-3.984;-38.62;61.0;99.998;11.0
3457;SE;Pacatuba;-10.453;-36.65;0.0;99.998;11.0
3458;MA;Paço do Lumiar;-2.5;-44.11;28.0;99.998;11.0
3459;CE;Pacoti;-4.225;-38.92;653.0;99.998;11.0
3460;CE;Pacujá;-3.988;-40.7;160.0;99.999;5.0
3461;GO;Padre Bernardo;-15.125;-48.28;972.0;99.999;5.0
3462;MG;Padre Carvalho;-16.364;-42.5;914.0;99.999;5.0
3463;PI;Padre Marcos;-7.355;-40.9;377.0;99.999;5.0
3464;MG;Padre Paraíso;-17.074;-41.48;799.0;99.999;5.0
3465;PI;Paes Landim;-7.758;-42.26;231.0;99.999;5.0
3466;MG;Pai Pedro;-15.5;-43.07;495.0;99.999;5.0
3467;SC;Paial;-27.252;-52.5;0.0;99.999;5.0
3468;PR;Paiçandu;-23.458;-52.05;381.0;99.999;5.0
