;0;5;10;20;30;60;90
322;286.734;286.008;286.42;286.187;286.154;284.514;284.666
323;286.664;286.008;286.42;286.288;286.313;285.5;285.212
324;286.595;286.008;286.42;286.389;286.42;286.42;285.687
325;286.526;286.008;286.42;286.42;286.42;286.42;286.053
326;286.457;286.008;286.42;286.42;286.402;286.42;286.192
327;286.42;286.008;286.42;286.42;286.217;286.42;286.331
328;286.42;286.008;286.33;286.42;286.032;286.117;286.183
329;286.42;286.008;286.207;286.283;285.766;285.701;285.517
330;286.42;286.008;286.084;286.145;285.489;285.285;284.63
331;286.42;286.008;285.965;286.005;285.212;284.624;283.521
332;286.485;286.008;285.854;285.82;284.935;283.885;282.412
333;286.586;286.008;285.743;285.635;284.657;283.145;281.302
334;286.686;286.008;285.633;285.451;284.38;282.425;280.286
335;286.787;286.008;285.522;285.266;284.103;281.732;279.399
336;286.831;286.008;285.411;285.185;283.826;281.039;278.387
337;286.831;286.008;285.3;285.185;283.548;280.471;277.278
338;286.831;286.008;285.189;285.185;283.548;280.055;276.319
