UF;city;Lat;Long;height
BA;Mansidão;-10.752;-44.03;443
MG;Mantena;-18.758;-40.98;314
ES;Mantenópolis;-18.756;-41.12;757
RS;Maquiné;-29.675;-50.26;0
MG;Mar de Espanha;-21.756;-43.01;448
AL;Mar Vermelho;-9.448;-36.39;0
GO;Mara Rosa;-14.016;-49.18;411
AM;Maraã;-1.756;-65.6;0
PA;Marabá;-5.369;-49.12;423
SP;Marabá Paulista;-22.108;-51.96;148
MA;Maracaçumé;-2.043;-45.96;43
SP;Maracaí;-22.611;-50.67;400
SC;Maracajá;-28.755;-49.45;0
MS;Maracaju;-21.614;-55.13;0
PA;Maracanã;-0.6;-47.6;0
CE;Maracanaú;-3.756;-38.63;51
BA;Maracás;-13.441;-40.43;806
AL;Maragogi;-9.012;-35.22;0
BA;Maragogipe;-12.758;-38.92;175
PE;Maraial;-8.758;-35.75;0
MA;Marajá do Sena;-4.6;-45.6;306
CE;Maranguape;-3.756;-38.69;172
MA;Maranhãozinho;-2.31;-45.75;49
PA;Marapanim;-0.752;-47.7;0
SP;Marapoama;-21.259;-49.13;464
RS;Maratá;-29.5;-51.6;8
ES;Marataizes;-21.043;-40.75;0
BA;Maraú;-14.103;-39.01;142
RS;Marau;-28.449;-52.2;0
AL;Maravilha;-9.236;-37.35;0
SC;Maravilha;-26.756;-53.17;0
MG;Maravilhas;-19.5;-44.68;764
PB;Marcação;-6.757;-35.01;0
MT;Marcelândia;-11.089;-54.45;328
RS;Marcelino Ramos;-27.462;-51.91;0
RN;Marcelino Vieira;-6.294;-38.13;0
BA;Marcionílio Souza;-13.003;-40.5;330
CE;Marco;-3.124;-40.15;74
PI;Marcolândia;-7.443;-40.66;760
PI;Marcos Parente;-7.121;-43.76;253
PR;Marechal Cândido Rondon;-24.6;-54.06;325
AL;Marechal Deodoro;-9.751;-35.76;0
ES;Marechal Floriano;-20.413;-40.68;727
AC;Marechal Thaumaturgo;-8.941;-72.79;0
SC;Marema;-26.755;-52.63;0
PB;Mari;-7.06;-35.32;1340
MG;Maria da Fé;-22.308;-45.38;359
PR;Maria Helena;-23.616;-53.26;468
PR;Marialva;-23.485;-51.79;0
MG;Mariana;-20.378;-43.42;785
RS;Mariana Pimentel;-30.353;-51.6;0
RS;Mariano Moro;-27.354;-52.15;193
TO;Marianópolis do Tocantins;-9.76;-49.65;389
SP;Mariápolis;-21.76;-51.18;0
AL;Maribondo;-9.6;-36.31;9
RJ;Maricá;-22.919;-42.75;344
MG;Marilac;-18.5;-42.08;813
ES;Marilândia;-19.413;-40.5;154
PR;Marilândia do Sul;-23.754;-51.31;404
PR;Marilena;-22.754;-53.04;624
SP;Marília;-22.214;-49.95;389
PR;Mariluz;-24.002;-53.15;473
PR;Maringá;-23.425;-51.94;393
SP;Marinópolis;-20.441;-50.75;861
MG;Mário Campos;-20.056;-44.19;833
PR;Mariópolis;-26.355;-52.6;552
PR;Maripá;-24.418;-53.75;404
MG;Maripá de Minas;-21.698;-42.96;0
PA;Marituba;-1.355;-48.34;18
PB;Marizópolis;-6.755;-38.35;0
MG;Marliéria;-19.751;-42.73;281
PR;Marmeleiro;-26.149;-53.03;748
MG;Marmelópolis;-22.449;-45.13;1339
RS;Marques de Souza;-29.328;-52.09;0
PR;Marquinho;-25.113;-52.25;793
MG;Martinho Campos;-19.332;-45.24;677
CE;Martinópole;-3.226;-40.7;80
SP;Martinópolis;-22.146;-51.17;494
RN;Martins;-6.088;-37.91;789
MG;Martins Soares;-20.257;-41.76;0
SE;Maruim;-10.754;-37.08;0
PR;Marumbi;-23.751;-51.64;540
GO;Marzagão;-17.981;-48.64;874
BA;Mascote;-15.6;-39.3;104
CE;Massapê;-3.5;-40.34;260
PI;Massapê do Piauí;-7.463;-41.13;100
PB;Massaranduba;-7.25;-35.79;0
SC;Massaranduba;-26.611;-49.01;0
RS;Mata;-29.6;-54.46;0
BA;Mata de São João;-12.5;-38.3;0
AL;Mata Grande;-9.118;-37.73;94
MA;Mata Roma;-3.625;-43.11;485
MG;Mata Verde;-15.686;-40.74;530
SP;Matão;-21.603;-48.37;0
PB;Mataraca;-6.601;-35.05;0
TO;Mateiros;-10.5;-46.42;513
PR;Matelândia;-25.241;-54;325
MG;Materlândia;-18.474;-43.06;782
MG;Mateus Leme;-19.986;-44.43;847
MG;Mathias Lobato;-18.6;-41.91;260
MG;Matias Barbosa;-21.756;-43.32;522
MG;Matias Cardoso;-14.756;-43.92;469
PI;Matias Olímpio;-3.752;-42.6;77
BA;Matina;-13.909;-42.75;513
MA;Matinha;-3.101;-45.03;8
PB;Matinhas;-7.125;-35.77;0
PR;Matinhos;-25.755;-48.5;9
MG;Matipó;-20.284;-42.34;662
RS;Mato Castelhano;-28.278;-52.19;0
PB;Mato Grosso;-6.5;-37.73;0
RS;Mato Leitão;-29.5;-52.13;0
PR;Mato Rico;-24.751;-52.15;724
MG;Mato Verde;-15.397;-42.76;568
MA;Matões;-5.5;-43.2;31
MA;Matões do Norte;-3.632;-44.6;148
SC;Matos Costa;-26.473;-51.15;1200
MG;Matozinhos;-19.6;-44.08;723
GO;Matrinchã;-15.444;-50.75;377
AL;Matriz de Camaragibe;-9.152;-35.5;0
MT;Matupá;-10.058;-54.93;444
PB;Maturéia;-7.267;-37.35;0
MG;Matutina;-19.223;-45.97;1031
SP;Mauá;-23.668;-46.46;1098
PR;Mauá da Serra;-23.901;-51.23;775
AM;Maués;-3.384;-57.72;0
GO;Maurilândia;-17.971;-50.34;173
TO;Maurilândia do Tocantins;-5.953;-47.5;506
CE;Mauriti;-7.389;-38.77;408
RN;Maxaranguape;-5.5;-35.26;0
RS;Maximiliano de Almeida;-27.632;-51.75;0
AP;Mazagão;-0.115;-51.29;62
MG;Medeiros;-19.996;-46.23;195
BA;Medeiros Neto;-17.374;-40.22;1028
PR;Medianeira;-25.295;-54.09;407
PA;Medicilândia;-3.446;-52.76;177
MG;Medina;-16.223;-41.48;715
SC;Meleiro;-28.755;-49.64;0
PA;Melgaço;-1.755;-50.71;26
RJ;Mendes;-22.5;-43.73;333
MG;Mendes Pimentel;-18.661;-41.4;446
SP;Mendonça;-21.126;-49.6;453
PR;Mercedes;-24.454;-54.13;335
MG;Mercês;-21.194;-43.34;611
SP;Meridiano;-20.359;-50.17;443
CE;Meruoca;-3.5;-40.46;735
SP;Mesópolis;-19.966;-50.64;421
MG;Mesquita;-19.223;-42.61;435
AL;Messias;-9.383;-35.75;0
RN;Messias Targino;-6.079;-37.5;0
PI;Miguel Alves;-4.126;-42.76;62
BA;Miguel Calmon;-11.429;-40.6;556
PI;Miguel Leão;-5.681;-42.74;288
RJ;Miguel Pereira;-22.454;-43.47;589
SP;Miguelópolis;-20.179;-48.03;497
BA;Milagres;-12.756;-39.76;55
CE;Milagres;-7.313;-38.95;660
MA;Milagres do Maranhão;-3.6;-42.61;409
CE;Milhã;-5.675;-39.19;223
PI;Milton Brandão;-4.684;-41.42;313
GO;Mimoso de Goiás;-15.056;-48.13;756
ES;Mimoso do Sul;-21.064;-41.37;63
GO;Minaçu;-13.5;-48.22;375
AL;Minador do Negrão;-9.305;-36.76;0
RS;Minas do Leão;-30.127;-52.05;0
MG;Minas Novas;-17.219;-42.6;746
MG;Minduri;-21.682;-44.6;954
GO;Mineiros;-17.6;-52.6;722
SP;Mineiros do Tietê;-22.409;-48.45;890
RO;Ministro Andreazza;-11.074;-61.5;0
SP;Mira Estrela;-19.979;-50.14;394
MG;Mirabela;-16.263;-44.13;803
SP;Miracatu;-24.281;-47.46;100
RJ;Miracema;-21.412;-42.2;255
TO;Miracema do Tocantins;-9.6;-48.39;205
MA;Mirador;-6.371;-44.36;454
PR;Mirador;-23.258;-52.78;327
MG;Miradouro;-20.756;-42.34;772
RS;Miraguaí;-27.494;-53.69;0
MG;Miraí;-21.195;-42.61;60
CE;Miraíma;-3.6;-39.97;481
MS;Miranda;-20.241;-56.38;33
MA;Miranda do Norte;-3.6;-44.6;0
PE;Mirandiba;-8.12;-38.73;491
SP;Mirandopólis;-21.134;-51.1;433
BA;Mirangaba;-10.954;-40.6;722
TO;Miranorte;-9.5;-48.6;384
BA;Mirante;-14.242;-40.78;0
RO;Mirante da Serra;-11.03;-62.68;359
SP;Mirante do Paranapanema;-22.292;-51.91;363
PR;Miraselva;-22.966;-51.48;566
SP;Mirassol;-20.755;-49.5;0
MT;Mirassol d'Oeste;-15.675;-58.1;491
SP;Mirassolândia;-20.617;-49.46;529
MG;Miravânia;-14.754;-44.4;655
SC;Mirim Doce;-27.196;-50.08;0
MA;Mirinzal;-2.065;-44.78;40
PR;Missal;-25.092;-54.25;304
CE;Missão Velha;-7.25;-39.14;387
PA;Mocajuba;-2.6;-49.5;19
SP;Mococa;-21.468;-47;579
SC;Modelo;-26.758;-53.06;0
MG;Moeda;-20.333;-44.05;1043
MG;Moema;-19.755;-45.41;679
PB;Mogeiro;-7.299;-35.48;0
SP;Mogi das Cruzes;-23.5;-46.19;785
SP;Mogi Guaçu;-22.372;-46.94;673
GO;Moiporá;-16.5;-50.74;643
SE;Moita Bonita;-10.6;-37.34;0
SP;Moji-Mirim;-22.432;-46.96;0
PA;Moju;-1.756;-48.77;30
CE;Mombaça;-5.754;-39.63;301
SP;Mombuca;-22.929;-47.6;547
MA;Monção;-3.492;-45.25;6
SP;Monções;-20.756;-50.09;456
SC;Mondaí;-27.103;-53.4;0
SP;Mongaguá;-24.093;-46.62;13
MG;Monjolos;-18.325;-44.12;637
PI;Monsenhor Gil;-5.6;-42.61;151
PI;Monsenhor Hipólito;-6.996;-41.03;439
MG;Monsenhor Paulo;-21.756;-45.5;892
CE;Monsenhor Tabosa;-4.759;-40.06;446
PB;Montadas;-7.141;-35.91;0
MG;Montalvânia;-14.423;-44.37;618
ES;Montanha;-18.127;-40.36;141
RN;Montanhas;-6.486;-35.29;0
RS;Montauri;-28.652;-52.07;0
PA;Monte Alegre;-2.008;-54.07;463
RN;Monte Alegre;-6.068;-35.33;738
GO;Monte Alegre de Goiás;-13.256;-46.9;0
MG;Monte Alegre de Minas;-18.756;-48.76;386
SE;Monte Alegre de Sergipe;-10.027;-37.6;821
PI;Monte Alegre do Piauí;-9.755;-45.3;0
SP;Monte Alegre do Sul;-22.682;-46.68;254
RS;Monte Alegre dos Campos;-28.683;-50.78;0
SP;Monte Alto;-21.261;-48.5;719
SP;Monte Aprazível;-20.757;-49.71;474
MG;Monte Azul;-15.155;-42.76;571
SP;Monte Azul Paulista;-20.907;-48.64;716
MG;Monte Belo;-21.326;-46.37;0
RS;Monte Belo do Sul;-29.125;-51.63;837
SC;Monte Carlo;-27.223;-50.98;0
MG;Monte Carmelo;-18.752;-47.5;862
SC;Monte Castelo;-26.462;-50.23;0
SP;Monte Castelo;-21.299;-51.6;324
RN;Monte das Gameleiras;-6.441;-35.78;0
TO;Monte do Carmo;-10.756;-48.11;650
MG;Monte Formoso;-16.756;-41.26;650
PB;Monte Horebe;-7.215;-38.6;677
SP;Monte Mor;-22.947;-47.32;579
RO;Monte Negro;-10.294;-63.33;0
BA;Monte Santo;-10.438;-39.33;900
MG;Monte Santo de Minas;-21.19;-46.98;266
TO;Monte Santo do Tocantins;-10.004;-49;452
MG;Monte Sião;-22.433;-46.6;810
PB;Monteiro;-7.756;-37.12;1100
SP;Monteiro Lobato;-22.957;-45.75;0
AL;Monteirópolis;-9.603;-37.25;0
RS;Montenegro;-29.689;-51.46;0
MA;Montes Altos;-5.755;-47.07;213
MG;Montes Claros;-16.754;-43.76;341
GO;Montes Claros de Goiás;-16.008;-51.4;822
MG;Montezuma;-15.172;-42.5;995
GO;Montividiu;-17.444;-51.17;379
GO;Montividiu do Norte;-13.113;-48.61;799
CE;Morada Nova;-5.107;-38.37;566
MG;Morada Nova de Minas;-18.604;-45.36;0
CE;Moraújo;-3.467;-40.68;64
PE;Moreilândia;-7.631;-39.6;507
PR;Moreira Sales;-24.062;-53.01;468
PE;Moreno;-8.119;-35.09;0
RS;Mormaço;-28.692;-52.69;0
BA;Morpará;-11.6;-43.28;427
PR;Morretes;-25.477;-48.75;23
CE;Morrinhos;-3.229;-40.13;0
GO;Morrinhos;-17.753;-49.1;105
RS;Morrinhos do Sul;-29.365;-49.93;765
SP;Morro Agudo;-20.753;-48.06;696
GO;Morro Agudo de Goiás;-15.321;-50.06;527
PI;Morro Cabeça no Tempo;-9.753;-43.9;472
SC;Morro da Fumaça;-28.651;-49.21;0
MG;Morro da Garça;-18.5;-44.6;656
BA;Morro do Chapéu;-11.6;-41.16;96
PI;Morro do Chapéu do Piauí;-3.754;-42.31;1047
MG;Morro do Pilar;-19.216;-43.38;762
SC;Morro Grande;-28.755;-49.72;0
RS;Morro Redondo;-31.6;-52.63;0
RS;Morro Reuter;-29.5;-51.08;0
MA;Morros;-2.756;-44.04;65
BA;Mortugaba;-15.023;-42.37;924
SP;Morungaba;-22.756;-46.79;892
TO;Mosquito;-6.613;-47.5;0
GO;Mossâmedes;-16.127;-50.22;671
RN;Mossoró;-5.188;-37.34;0
RS;Mostardas;-31.107;-50.92;0
SP;Motuca;-21.5;-48.15;625
GO;Mozarlândia;-14.754;-50.6;304
PA;Muaná;-1.5;-49.22;6
RR;Mucajaí;2.43;-60.9;0
CE;Mucambo;-3.909;-40.75;173
BA;Mucugê;-13.005;-41.37;1077
RS;Muçum;-29.125;-51.76;0
BA;Mucuri;-18.086;-39.6;83
ES;Mucurici;-18.093;-40.5;231
RS;Muitos Capões;-28.314;-51.18;0
RS;Muliterno;-28.329;-51.77;0
CE;Mulungu;-4.306;-39;1043
PB;Mulungu;-7.024;-35.46;818
BA;Mulungu do Morro;-11.966;-41.64;0
BA;Mundo Novo;-11.756;-40.47;557
GO;Mundo Novo;-13.758;-50.28;246
MS;Mundo Novo;-23.938;-54.27;294
MG;Munhoz;-22.613;-46.36;508
PR;Munhoz de Melo;-23.148;-51.77;1352
BA;Muniz Ferreira;-13.003;-39.11;124
ES;Muniz Freire;-20.464;-41.41;464
BA;Muquém de São Francisco;-12.199;-43.75;478
ES;Muqui;-20.952;-41.35;281
MG;Muriaé;-21.131;-42.37;205
SE;Muribeca;-10.427;-36.96;0
AL;Murici;-9.307;-35.94;77
PI;Murici dos Portelas;-3.319;-42.09;0
TO;Muricilândia;-7.146;-48.61;184
BA;Muritiba;-12.626;-38.99;214
SP;Murutinga do Sul;-20.993;-51.28;399
BA;Mutuípe;-13.229;-39.5;276
MG;Mutum;-19.755;-41.44;473
GO;Mutunópolis;-13.753;-49.28;417
MG;Muzambinho;-21.376;-46.5;982
MG;Nacip Raydan;-18.459;-42.25;637
SP;Nantes;-22.621;-51.24;446
MG;Nanuque;-17.755;-40.35;249
RS;Não-Me-Toque;-28.459;-52.75;0
MG;Naque;-19.23;-42.33;225
SP;Narandiba;-22.407;-51.5;382
RN;Natal;-5.76;-35.26;541
MG;Natalândia;-16.5;-46.49;0
MG;Natércia;-22.12;-45.5;982
RJ;Natividade;-21.042;-41.97;837
TO;Natividade;-11.751;-47.72;273
SP;Natividade da Serra;-23.376;-45.44;324
PB;Natuba;-7.641;-35.6;0
SC;Navegantes;-26.756;-48.65;0
MS;Naviraí;-23.065;-54.19;302
BA;Nazaré;-13.035;-39.01;0
TO;Nazaré;-6.372;-47.6;210
PE;Nazaré da Mata;-7.754;-35.23;792
PI;Nazaré do Piauí;-6.973;-42.67;48
SP;Nazaré Paulista;-23.181;-46.4;908
MG;Nazareno;-21.216;-44.61;295
PB;Nazarezinho;-6.916;-38.32;0
GO;Nazário;-16.6;-49.76;647
SE;Neópolis;-10.32;-36.6;0
MG;Nepomuceno;-21.236;-45.24;839
GO;Nerópolis;-16.406;-49.22;813
SP;Neves Paulista;-20.755;-49.63;507
AM;Nhamundá;-2.186;-56.71;0
SP;Nhandeara;-20.694;-50.04;452
RS;Nicolau Vergueiro;-28.5;-52.46;0
BA;Nilo Peçanha;-13.6;-39.11;123
RJ;Nilópolis;-22.755;-43.41;23
MA;Nina Rodrigues;-3.466;-43.91;77
MG;Ninheira;-15.321;-41.75;864
MS;Nioaque;-21.135;-55.75;0
SP;Nipoã;-20.913;-49.78;462
GO;Niquelândia;-14.474;-48.46;623
RN;Nísia Floresta;-6.091;-35.26;0
RJ;Niterói;-22.756;-43.1;178
MT;Nobres;-14.752;-56.33;0
RS;Nonoai;-27.362;-52.77;0
BA;Nordestina;-10.755;-39.43;307
RR;Normandia;3.756;-59.62;0
MT;Nortelândia;-14.455;-56.75;0
SE;Nossa Senhora Aparecida;-10.443;-37.49;0
SE;Nossa Senhora da Glória;-10.218;-37.42;0
SE;Nossa Senhora das Dores;-10.492;-37.19;0
PR;Nossa Senhora das Graças;-22.914;-51.79;479
SE;Nossa Senhora de Lourdes;-10.079;-37.06;0
PI;Nossa Senhora de Nazaré;-4.631;-42.17;112
MT;Nossa Senhora do Livramento;-15.758;-56.35;0
SE;Nossa Senhora do Socorro;-10.756;-37.13;0
PI;Nossa Senhora dos Remédios;-3.979;-42.62;74
SP;Nova Aliança;-21.016;-49.5;380
PR;Nova Aliança do Ivaí;-23.177;-52.6;461
RS;Nova Alvorada;-28.678;-52.13;414
MS;Nova Alvorada do Sul;-21.466;-54.38;0
GO;Nova América;-15.022;-49.76;575
PR;Nova América da Colina;-23.331;-50.72;631
MS;Nova Andradina;-22.233;-53.34;366
RS;Nova Araçá;-28.659;-51.75;0
GO;Nova Aurora;-18.058;-48.25;751
PR;Nova Aurora;-24.5;-53.26;492
MT;Nova Bandeirantes;-9.755;-57.75;0
RS;Nova Bassano;-28.752;-51.7;0
MG;Nova Belém;-18.475;-41.02;539
RS;Nova Boa Vista;-27.994;-52.98;0
MT;Nova Brasilândia;-14.957;-54.97;0
RO;Nova Brasilândia d'Oeste;-11.752;-62.32;0
RS;Nova Bréscia;-29.214;-52.03;0
SP;Nova Campina;-24.121;-48.9;771
BA;Nova Canaã;-14.759;-40.14;0
MT;Nova Canaã do Norte;-10.6;-55.95;376
SP;Nova Canaã Paulista;-20.386;-50.95;503
RS;Nova Candelária;-27.607;-54.11;0
PR;Nova Cantu;-24.673;-52.6;525
SP;Nova Castilho;-20.756;-50.34;376
MA;Nova Colinas;-7.116;-46.26;407
GO;Nova Crixás;-14.099;-50.33;247
RN;Nova Cruz;-6.478;-35.43;0
MG;Nova Era;-19.755;-43.04;520
SC;Nova Erechim;-26.903;-52.91;0
PR;Nova Esperança;-23.184;-52.25;125
PA;Nova Esperança do Piriá;-2.268;-46.97;579
PR;Nova Esperança do Sudoeste;-25.907;-53.26;0
RS;Nova Esperança do Sul;-29.41;-54.75;476
SP;Nova Europa;-21.758;-48.6;484
BA;Nova Fátima;-11.607;-39.63;291
PR;Nova Fátima;-23.432;-50.6;628
PB;Nova Floresta;-6.455;-36.25;0
RJ;Nova Friburgo;-22.282;-42.5;1290
GO;Nova Glória;-15.143;-49.6;599
SP;Nova Granada;-20.5;-49.31;525
MT;Nova Guarita;-10.313;-55.41;0
SP;Nova Guataporanga;-21.334;-51.64;367
RS;Nova Hartz;-29.6;-50.9;0
BA;Nova Ibiá;-13.755;-39.63;289
RJ;Nova Iguaçu;-22.756;-43.45;410
GO;Nova Iguaçu de Goiás;-14.288;-49.39;55
SP;Nova Independência;-21.104;-51.49;324
MA;Nova Iorque;-6.753;-44.04;160
PA;Nova Ipixuna;-4.921;-49.08;117
SC;Nova Itaberaba;-26.94;-52.75;0
BA;Nova Itarana;-13.027;-40.07;782
MT;Nova Lacerda;-14.476;-59.61;0
PR;Nova Laranjeiras;-25.307;-52.5;896
MG;Nova Lima;-19.986;-43.75;987
PR;Nova Londrina;-22.757;-52.99;374
SP;Nova Luzitânia;-20.756;-50.26;367
RO;Nova Mamoré;-10.402;-65.33;0
MT;Nova Marilândia;-14.364;-56.97;0
MT;Nova Maringá;-13.026;-57.07;0
MG;Nova Módica;-18.437;-41.5;405
MT;Nova Monte Verde;-9.982;-57.5;0
MT;Nova Mutum;-13.755;-56.08;0
SP;Nova Odessa;-22.758;-47.3;543
MT;Nova Olímpia;-14.76;-57.29;0
PR;Nova Olímpia;-23.472;-53.09;362
CE;Nova Olinda;-7.092;-39.68;65
PB;Nova Olinda;-7.48;-38.04;0
TO;Nova Olinda;-7.632;-48.42;435
MA;Nova Olinda do Maranhão;-2.755;-45.69;0
AM;Nova Olinda do Norte;-3.756;-59.09;253
RS;Nova Pádua;-29.029;-51.31;0
RS;Nova Palma;-29.472;-53.47;0
PB;Nova Palmeira;-6.678;-36.42;0
RS;Nova Petrópolis;-29.376;-51.11;0
MG;Nova Ponte;-19.153;-47.67;997
MG;Nova Porteirinha;-15.755;-43.3;534
RS;Nova Prata;-28.758;-51.61;437
PR;Nova Prata do Iguaçu;-25.633;-53.35;0
RS;Nova Ramada;-28.064;-53.7;0
BA;Nova Redenção;-12.755;-41.07;382
MG;Nova Resende;-21.126;-46.42;1177
GO;Nova Roma;-13.754;-46.76;0
RS;Nova Roma do Sul;-28.99;-51.41;1124
TO;Nova Rosalândia;-10.6;-48.91;320
CE;Nova Russas;-4.751;-40.6;253
PR;Nova Santa Bárbara;-23.6;-50.6;706
PI;Nova Santa Rita;-8.087;-42.05;252
RS;Nova Santa Rita;-29.756;-51.27;0
PR;Nova Santa Rosa;-24.466;-53.95;345
MG;Nova Serrana;-19.756;-44.98;762
BA;Nova Soure;-11.233;-38.48;179
PR;Nova Tebas;-24.438;-51.95;644
PA;Nova Timboteua;-1.258;-47.39;30
SC;Nova Trento;-27.286;-48.93;0
MT;Nova Ubiratã;-12.991;-55.25;0
MG;Nova União;-19.69;-43.6;1003
RO;Nova União;-10.904;-62.6;0
ES;Nova Venécia;-18.751;-40.4;169
GO;Nova Veneza;-16.371;-49.32;766
SC;Nova Veneza;-28.637;-49.5;0
BA;Nova Viçosa;-17.756;-39.37;52
MT;Nova Xavantina;-14.673;-52.35;336
SP;Novais;-20.992;-48.92;543
TO;Novo Acordo;-9.963;-47.68;279
AM;Novo Airão;-2.621;-60.94;0
TO;Novo Alegre;-12.931;-46.6;554
AM;Novo Aripuanã;-5.121;-60.38;0
RS;Novo Barreiro;-27.909;-53.11;0
GO;Novo Brasil;-16.034;-50.71;454
RS;Novo Cabrais;-29.754;-52.95;0
MG;Novo Cruzeiro;-17.468;-41.76;725
GO;Novo Gama;-16.059;-48.04;953
RS;Novo Hamburgo;-29.678;-51.13;0
BA;Novo Horizonte;-12.755;-42.13;0
SC;Novo Horizonte;-26.444;-52.75;0
SP;Novo Horizonte;-21.468;-49.22;332
MT;Novo Horizonte do Norte;-11.413;-57.35;891
RO;Novo Horizonte do Oeste;-11.696;-61.99;710
MS;Novo Horizonte do Sul;-22.672;-53.76;423
PR;Novo Itacolomi;-23.756;-51.5;572
TO;Novo Jardim;-11.755;-46.63;655
AL;Novo Lino;-8.915;-35.65;0
RS;Novo Machado;-27.6;-54.5;0
MT;Novo Mundo;-9.95;-55.2;0
CE;Novo Oriente;-5.5;-40.77;461
MG;Novo Oriente de Minas;-17.415;-41.22;333
PI;Novo Oriente do Piauí;-6.449;-41.94;353
GO;Novo Planalto;-13.244;-49.5;268
PA;Novo Progresso;-7.148;-55.38;0
PA;Novo Repartimento;-4.331;-49.8;186
PI;Novo Santo Antônio;-5.288;-41.93;198
MT;Novo São Joaquim;-14.906;-53.02;469
RS;Novo Tiradentes;-27.6;-53.18;0
BA;Novo Triunfo;-10.322;-38.41;0
MG;Novorizonte;-16.017;-42.41;817
SP;Nuporanga;-20.753;-47.73;747
PA;Óbidos;-1.918;-55.5;0
CE;Ocara;-4.491;-38.6;76
SP;Ocauçu;-22.439;-49.92;545
PI;Oeiras;-7.025;-42.13;11
PA;Oeiras do Pará;-2.003;-49.76;209
AP;Oiapoque;3.755;-51.75;0
MG;Olaria;-21.756;-43.94;913
SP;Óleo;-22.941;-49.34;652
PB;Olho d'Água;-7.228;-37.75;28
MA;Olho d'Água das Cunhãs;-4.115;-45.14;0
AL;Olho d'Água das Flores;-9.5;-37.29;0
AL;Olho d'Água do Casado;-9.5;-37.75;246
PI;Olho d'Água do Piauí;-5.755;-42.6;0
AL;Olho d'Água Grande;-10.058;-36.75;0
RN;Olho-d'Água do Borges;-5.956;-37.71;0
MG;Olhos-d'Água;-17.397;-43.6;705
SP;Olímpia;-20.754;-48.91;496
MG;Olímpio Noronha;-22.068;-45.26;919
PE;Olinda;-8.009;-34.76;20
MA;Olinda Nova do Maranhão;-2.998;-45;0
BA;Olindina;-11.367;-38.33;0
PB;Olivedos;-6.991;-36.24;0
MG;Oliveira;-20.696;-44.75;285
TO;Oliveira de Fátima;-10.751;-48.91;443
BA;Oliveira dos Brejinhos;-12.317;-42.76;845
MG;Oliveira Fortes;-21.339;-43.46;932
AL;Olivença;-9.5;-37.19;0
MG;Onça de Pitangui;-19.753;-44.75;983
SP;Onda Verde;-20.6;-49.3;525
MG;Oratórios;-20.431;-42.75;531
SP;Oriente;-22.153;-50.09;597
SP;Orindiúva;-20.182;-49.35;502
PA;Oriximiná;-1.757;-55.76;0
MG;Orizânia;-20.5;-42.21;781
GO;Orizona;-17.031;-48.3;833
SP;Orlândia;-20.752;-47.76;714
SC;Orleans;-28.359;-49.29;0
PE;Orobó;-7.755;-35.6;0
PE;Orocó;-8.6;-39.46;389
CE;Orós;-6.244;-38.91;193
PR;Ortigueira;-24.258;-50.95;801
SP;Osasco;-23.5;-46.79;727
SP;Oscar Bressane;-22.318;-50.28;477
RS;Osório;-29.756;-50.27;0
SP;Osvaldo Cruz;-21.76;-50.76;419
SC;Otacílio Costa;-27.483;-50.12;0
PA;Ourém;-1.6;-47.11;71
BA;Ouriçangas;-12.017;-38.62;288
PE;Ouricuri;-7.756;-40.08;455
PA;Ourilândia do Norte;-6.755;-51.08;452
SP;Ourinhos;-22.979;-49.76;436
PR;Ourizona;-23.405;-52.2;362
SC;Ouro;-27.341;-51.62;0
AL;Ouro Branco;-9.126;-37.36;1033
MG;Ouro Branco;-20.5;-43.69;0
RN;Ouro Branco;-6.75;-36.95;930
MG;Ouro Fino;-22.283;-46.37;0
MG;Ouro Preto;-20.288;-43.5;1285
RO;Ouro Preto do Oeste;-10.755;-62.22;0
PB;Ouro Velho;-7.623;-37.15;963
SC;Ouro Verde;-26.694;-52.31;591
SP;Ouro Verde;-21.489;-51.7;415
GO;Ouro Verde de Goiás;-16.22;-49.19;0
MG;Ouro Verde de Minas;-18.071;-41.27;338
PR;Ouro Verde do Oeste;-24.757;-53.9;470
SP;Ouroeste;-20.001;-50.37;598
BA;Ourolândia;-10.97;-41.08;0
GO;Ouvidor;-18.234;-47.75;771
SP;Pacaembu;-21.6;-51.26;412
PA;Pacajá;-3.755;-50.64;63
CE;Pacajus;-4.173;-38.46;73
RR;Pacaraima;4.431;-61.15;0
CE;Pacatuba;-3.984;-38.62;61
SE;Pacatuba;-10.453;-36.65;0
MA;Paço do Lumiar;-2.5;-44.11;28
CE;Pacoti;-4.225;-38.92;653
CE;Pacujá;-3.988;-40.7;160
GO;Padre Bernardo;-15.125;-48.28;972
MG;Padre Carvalho;-16.364;-42.5;914
PI;Padre Marcos;-7.355;-40.9;377
MG;Padre Paraíso;-17.074;-41.48;799
PI;Paes Landim;-7.758;-42.26;231
MG;Pai Pedro;-15.5;-43.07;495
SC;Paial;-27.252;-52.5;0
PR;Paiçandu;-23.458;-52.05;381
RS;Paim Filho;-27.751;-51.76;0
MG;Paineiras;-18.908;-45.5;595
SC;Painel;-27.929;-50.11;0
MG;Pains;-20.371;-45.66;761
MG;Paiva;-21.289;-43.42;603
PI;Pajeú do Piauí;-7.756;-42.75;335
AL;Palestina;-9.672;-37.33;686
SP;Palestina;-20.39;-49.43;219
GO;Palestina de Goiás;-16.753;-51.5;0
PA;Palestina do Pará;-5.754;-48.32;501
